,estimated_delivery_price,best_bid_amount,best_ask_amount,underlying_index,bid_iv,ask_iv,underlying_price,mark_iv,best_bid_price,best_ask_price,interest_rate,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,state,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,strikePx,maturity,days_to_maturity,moneyness
128,65110.44,8.6,40.0,SYN.BTC-22JUN24,0.0,103.22,65161.3214,72.66,0.108,0.1125,0.0,0.0,0.149,0.073,,"[[0.1125, 40.0], [0.1135, 6.4]]","[[0.108, 8.6], [0.1075, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-58000-C,0.1103,65110.44,71981140433,open,1718848236646,3.5055,-38.90796,2.4163,1e-05,0.98061,0.0,0.0,,,,58000.0,2024-06-22,1,0.8900985853856549
129,65108.27,3.7,5.1,SYN.BTC-22JUN24,69.25,74.81,65154.9886,72.66,0.0003,0.0005,0.0,6.8,0.018,0.0001,0.0004,"[[0.0005, 5.1], [0.0006, 66.3], [0.0007, 70.7], [0.0008, 13.5], [0.0009, 69.0]]","[[0.0003, 3.7], [0.0002, 16.5], [0.0001, 23.5]]",,BTC-22JUN24-58000-P,0.0004,65108.27,71981140642,open,1718848237655,-0.08009,-27.03424,2.4244,1e-05,-0.01947,188.7,6.8,-20.0,0.0004,0.0005,58000.0,2024-06-22,1,-0.8901850993493997
130,65108.01,6.7,40.0,SYN.BTC-22JUN24,0.0,90.95,65152.6614,66.26,0.0925,0.097,0.0,0.0,0.134,0.057,,"[[0.097, 40.0], [0.098, 5.2]]","[[0.0925, 6.7], [0.092, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-59000-C,0.095,65108.01,71981142304,open,1718848238875,3.53699,-46.5897,3.1728,2e-05,0.9732,0.0,0.0,,,,59000.0,2024-06-22,1,0.9055654632091514
131,65107.14,1.0,65.9,SYN.BTC-22JUN24,63.06,69.25,65152.33,66.26,0.0004,0.0007,0.0,5.7,0.0195,0.0001,0.0004,"[[0.0007, 65.9], [0.0008, 39.3], [0.001, 9.2], [0.0011, 59.7]]","[[0.0004, 1.0], [0.0003, 25.5], [0.0002, 46.6], [0.0001, 19.3]]",,BTC-22JUN24-59000-P,0.0005,65107.14,71981142582,open,1718848239668,-0.11012,-35.32521,3.17312,2e-05,-0.0268,211.15,5.7,-20.0,0.0004,0.0006,59000.0,2024-06-22,1,-0.9055700694050389
132,65107.06,40.0,40.0,SYN.BTC-22JUN24,0.0,81.84,65151.4143,61.58,0.077,0.082,0.0,0.0,0.1195,0.041,,"[[0.082, 40.0]]","[[0.077, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-60000-C,0.0799,65107.06,71981142278,open,1718848240674,3.5355,-62.91875,4.61087,3e-05,0.95779,0.0,0.0,,,,60000.0,2024-06-22,1,0.9209316581175123
133,65107.06,5.0,11.0,SYN.BTC-22JUN24,59.39,62.32,65151.4143,61.58,0.0007,0.0009,0.0,5.2,0.022,0.0001,0.0008,"[[0.0009, 11.0], [0.001, 90.7], [0.0011, 17.1], [0.0012, 8.0], [0.0013, 59.4], [0.0014, 0.1]]","[[0.0007, 5.0], [0.0006, 1.8], [0.0005, 18.7], [0.0004, 46.0], [0.0003, 11.0], [0.0002, 2.3], [0.0001, 10.7]]",,BTC-22JUN24-60000-P,0.0008,65107.06,71981141723,open,1718848240675,-0.1734,-55.15564,4.61087,3e-05,-0.04221,271.1,5.2,-20.0,0.0007,0.001,60000.0,2024-06-22,1,-0.9209316581175123
134,65107.96,9.2,46.6,SYN.BTC-22JUN24,0.0,71.8,65151.3043,53.64,0.0625,0.067,0.0,0.0,0.104,0.026,,"[[0.067, 46.6]]","[[0.0625, 9.2], [0.062, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-61000-C,0.0648,65107.96,71981142961,open,1718848241681,3.53779,-69.4764,5.84473,4e-05,0.9432,0.0,0.0,,,,61000.0,2024-06-22,1,0.9362820998811531
135,65108.28,18.7,16.0,SYN.BTC-22JUN24,50.8,55.38,65152.1457,53.64,0.0008,0.0012,0.0,6.3,0.0235,0.0001,0.0013,"[[0.0012, 16.0], [0.0013, 44.1], [0.0014, 49.7], [0.0015, 8.7], [0.0016, 0.1], [0.0018, 58.5], [0.0019, 0.1], [0.0025, 0.3]]","[[0.0008, 18.7], [0.0007, 41.3], [0.0006, 20.1], [0.0005, 22.0], [0.0004, 1.0], [0.0003, 59.4], [0.0002, 2.0], [0.0001, 26.5]]",,BTC-22JUN24-61000-P,0.001,65108.28,71981144799,open,1718848242933,-0.23278,-67.61622,5.84168,4e-05,-0.05676,540.47,6.4,0.0,0.0012,0.0013,61000.0,2024-06-22,1,-0.936270008372111
136,65110.23,7.3,4.9,SYN.BTC-22JUN24,0.0,60.79,65152.5,47.56,0.0475,0.052,0.0,0.0,0.0895,0.0125,,"[[0.052, 4.9], [0.0525, 40.0]]","[[0.0475, 7.3], [0.047, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-62000-C,0.05,65110.23,71981142977,open,1718848243695,3.46654,-87.16965,8.27062,7e-05,0.91069,0.0,0.0,,,,62000.0,2024-06-22,1,0.9516135221211772
137,65111.01,12.5,10.4,SYN.BTC-22JUN24,46.21,48.59,65154.73,47.56,0.0014,0.0017,0.0,18.2,0.0265,0.0001,0.0021,"[[0.0017, 10.4], [0.0018, 1.0], [0.0019, 14.4], [0.002, 59.7], [0.0021, 19.0], [0.0022, 17.0], [0.0023, 56.8], [0.0025, 0.1], [0.0026, 0.1], [0.003, 0.4]]","[[0.0014, 12.5], [0.0013, 18.0], [0.0012, 38.3], [0.0011, 21.3], [0.001, 9.0], [0.0006, 57.5], [0.0005, 17.0], [0.0001, 0.7]]",,BTC-22JUN24-62000-P,0.0016,65111.01,71981145147,open,1718848244702,-0.36539,-87.06375,8.26062,7e-05,-0.08916,2635.67,18.2,-8.6957,0.002,0.0026,62000.0,2024-06-22,1,-0.9515809519892109
138,65111.01,8.0,46.2,SYN.BTC-22JUN24,0.0,59.8,65154.73,45.46,0.0405,0.0455,0.0,0.0,0.0825,0.007,,"[[0.0455, 46.2]]","[[0.0405, 8.0], [0.04, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-62500-C,0.0429,65111.01,71981140858,open,1718848244703,3.37701,-102.42266,10.16657,9e-05,0.88134,0.0,0.0,,,,62500.0,2024-06-22,1,0.9592549919246077
139,65113.27,12.5,5.1,SYN.BTC-22JUN24,44.07,46.64,65155.5771,45.46,0.0019,0.0023,0.0,3.3,0.029,0.0001,0.0028,"[[0.0023, 5.1], [0.0024, 11.3], [0.0025, 49.7], [0.0026, 29.8], [0.0028, 16.0], [0.003, 55.3], [0.004, 0.3], [0.01, 0.1], [0.012, 0.1], [0.015, 0.1]]","[[0.0019, 12.5], [0.0018, 45.6], [0.0017, 9.6], [0.0016, 20.4], [0.0015, 7.8], [0.0011, 55.2], [0.0008, 16.0], [0.0001, 0.1]]",,BTC-22JUN24-62500-P,0.0021,65113.27,71981145616,open,1718848245710,-0.48614,-102.37886,10.16227,9e-05,-0.11859,640.2,3.3,-9.6774,0.0025,0.0033,62500.0,2024-06-22,1,-0.9592425204687505
140,65113.43,8.2,5.8,SYN.BTC-22JUN24,25.55,53.13,65157.85,43.62,0.0335,0.038,0.0,0.0,0.0755,0.0034,,"[[0.038, 5.8], [0.0385, 40.0]]","[[0.0335, 8.2], [0.033, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-63000-C,0.036,65113.43,71981142963,open,1718848246716,3.24278,-119.92874,12.4065,0.00011,0.84114,0.0,0.0,,,,63000.0,2024-06-22,1,0.9668827317046219
141,65113.99,2.5,5.0,SYN.BTC-22JUN24,42.52,44.63,65158.0486,43.62,0.0027,0.0031,0.0,14.5,0.032,0.0001,0.0037,"[[0.0031, 5.0], [0.0032, 1.0], [0.0033, 14.4], [0.0034, 55.2], [0.0035, 12.3], [0.0036, 7.0], [0.0038, 14.0], [0.004, 52.6], [0.0055, 2.0], [0.0075, 3.0], [0.0085, 3.0], [0.011, 0.1], [0.013, 0.1], [0.016, 0.1], [0.019, 0.1]]","[[0.0027, 2.5], [0.0026, 11.0], [0.0025, 49.9], [0.0024, 18.6], [0.0023, 6.6], [0.0022, 6.0], [0.0019, 52.9], [0.0014, 14.0], [0.0001, 1.0]]",,BTC-22JUN24-63000-P,0.0029,65113.99,71981147191,open,1718848247722,-0.65148,-119.91796,12.40541,0.00011,-0.15884,4063.68,14.7,-13.9535,0.0034,0.0045,63000.0,2024-06-22,1,-0.9668797846717588
142,65114.99,40.0,40.0,SYN.BTC-22JUN24,26.31,52.27,65158.9029,42.09,0.0265,0.032,0.0,1.2,0.069,0.0013,0.0265,"[[0.032, 40.0], [0.0325, 0.1]]","[[0.0265, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-63500-C,0.0295,65114.99,71981142269,open,1718848248731,3.0506,-138.90919,14.89094,0.00013,0.78692,7110.02,4.3,65.625,0.016,0.03,63500.0,2024-06-22,1,0.9745406563620947
143,65114.99,13.5,5.0,SYN.BTC-22JUN24,40.89,43.08,65158.9029,42.09,0.0038,0.0043,0.0,6.1,0.0355,0.0001,0.0045,"[[0.0043, 5.0], [0.0044, 1.0], [0.0045, 23.4], [0.0046, 52.9], [0.0047, 0.3], [0.0048, 7.0], [0.0055, 62.9], [0.0085, 2.0], [0.0125, 3.0], [0.013, 0.1]]","[[0.0038, 13.5], [0.0037, 46.6], [0.0036, 13.5], [0.0035, 0.3], [0.0034, 15.4], [0.0033, 9.7], [0.0032, 49.2], [0.0022, 13.0], [0.0012, 1.0], [0.0006, 0.1]]",,BTC-22JUN24-63500-P,0.0041,65114.99,71981146802,open,1718848248730,-0.87466,-138.90919,14.89094,0.00013,-0.21308,2265.23,6.1,-25.0,0.0045,0.0065,63500.0,2024-06-22,1,-0.9745406563620947
144,65114.66,9.2,6.7,SYN.BTC-22JUN24,30.82,49.86,65160.0443,40.86,0.021,0.026,0.0,1.0,0.0625,0.0004,0.0215,"[[0.026, 6.7], [0.0265, 40.0]]","[[0.021, 9.2], [0.0205, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-64000-C,0.0235,65114.66,71981132376,open,1718848249738,2.79485,-156.86266,17.32204,0.00016,0.71742,13243.11,9.0,-6.5217,0.021,0.0245,64000.0,2024-06-22,1,0.9821969995192283
145,65112.28,8.5,5.0,SYN.BTC-22JUN24,39.97,41.85,65159.6871,40.86,0.0055,0.006,0.0,5.0,0.04,0.0001,0.006,"[[0.006, 5.0], [0.0065, 87.5], [0.007, 54.3], [0.009, 0.1], [0.011, 0.2], [0.018, 12.0]]","[[0.0055, 8.5], [0.005, 87.1], [0.0049, 8.6], [0.0046, 45.8], [0.0008, 0.6], [0.0001, 11.0]]",,BTC-22JUN24-64000-P,0.0057,65112.28,71981147086,open,1718848250744,-1.16155,-156.87761,17.32365,0.00016,-0.28264,3141.71,6.1,-29.4118,0.006,0.009,64000.0,2024-06-22,1,-0.9822023838417112
146,65111.43,15.4,13.9,SYN.BTC-22JUN24,36.03,44.47,65157.1443,40.26,0.017,0.0195,0.0,1.0,0.0565,0.0001,0.018,"[[0.0195, 13.9], [0.02, 40.0], [0.024, 1.0]]","[[0.017, 15.4], [0.0165, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-64500-C,0.0182,65111.43,71981147962,open,1718848251752,2.47037,-172.32357,19.31496,0.00018,0.63159,1167.24,1.0,0.0,0.018,0.018,64500.0,2024-06-22,1,0.9899144705149394
147,65111.39,5.0,5.0,SYN.BTC-22JUN24,39.7,41.39,65156.2629,40.26,0.008,0.0085,0.0,6.4,0.045,0.0001,0.008,"[[0.0085, 5.0], [0.009, 83.0], [0.0095, 54.0], [0.01, 10.0]]","[[0.008, 5.0], [0.0075, 71.6], [0.007, 18.6], [0.0065, 42.1], [0.0001, 9.0]]",,BTC-22JUN24-64500-P,0.0082,65111.39,71981149010,open,1718848252760,-1.51738,-172.35659,19.31758,0.00018,-0.36858,6094.65,9.0,-23.8095,0.0075,0.011,64500.0,2024-06-22,1,-0.9899278615624838
148,65111.39,47.4,40.7,SYN.BTC-22JUN24,37.55,42.35,65156.2629,39.92,0.013,0.0145,0.0,15.9,0.0505,0.0001,0.0145,"[[0.0145, 40.7], [0.015, 6.3], [0.0155, 40.0], [0.0185, 8.0]]","[[0.013, 47.4], [0.0125, 5.1], [0.012, 40.0], [0.0026, 8.0], [0.0025, 1.0], [0.0001, 0.1]]",,BTC-22JUN24-65000-C,0.0137,65111.39,71981148814,open,1718848252762,2.10642,-180.0089,20.35014,0.00019,0.53673,17074.38,19.3,-21.6216,0.012,0.0185,65000.0,2024-06-22,1,0.997601720954441
149,65112.16,5.7,33.7,SYN.BTC-22JUN24,38.82,42.02,65156.2257,39.92,0.011,0.012,0.0,12.5,0.0505,0.0001,0.011,"[[0.012, 33.7], [0.0125, 16.2], [0.013, 40.2], [0.015, 9.0], [0.025, 0.1], [0.035, 0.1]]","[[0.011, 5.7], [0.0105, 66.0], [0.01, 50.7], [0.0001, 8.1]]",,BTC-22JUN24-65000-P,0.0113,65112.16,71981147281,open,1718848253764,-1.91159,-180.01368,20.35016,0.00019,-0.46328,11005.86,13.1,-18.5185,0.0095,0.0155,65000.0,2024-06-22,1,-0.9976022905206432
150,65112.3,35.8,24.8,SYN.BTC-22JUN24,37.99,41.22,65156.9529,39.92,0.0095,0.0105,0.0,18.8,0.0455,0.0001,0.0105,"[[0.0105, 24.8], [0.011, 39.6], [0.0115, 45.4], [0.013, 9.0], [0.0175, 0.1], [0.02, 0.1]]","[[0.0095, 35.8], [0.009, 21.7], [0.0085, 46.4], [0.0065, 9.0], [0.0025, 1.0]]",,BTC-22JUN24-65500-C,0.0101,65112.3,71981150027,open,1718848255217,1.73047,-178.71276,20.20344,0.00019,0.43974,15085.41,21.4,-25.0,0.008,0.0155,65500.0,2024-06-22,1,1.0052649346651692
151,65113.82,8.0,19.5,SYN.BTC-22JUN24,38.76,41.98,65157.1743,39.92,0.015,0.016,0.0,0.7,0.0565,0.0001,0.0165,"[[0.016, 19.5], [0.0165, 0.3], [0.017, 40.0], [0.04, 8.0]]","[[0.015, 8.0], [0.0145, 40.2], [0.014, 0.3], [0.0135, 40.0], [0.0001, 7.0]]",,BTC-22JUN24-65500-P,0.0154,65113.82,71981149011,open,1718848255780,-2.31824,-178.7205,20.20385,0.00019,-0.56022,907.2,0.8,-8.3333,0.0165,0.018,65500.0,2024-06-22,1,-1.005261518837842
152,65114.2,83.7,13.3,SYN.BTC-22JUN24,37.55,41.01,65158.7486,39.82,0.0065,0.0075,0.0,7.9,0.0405,0.0001,0.008,"[[0.0075, 13.3], [0.008, 86.7], [0.0085, 48.9], [0.01, 10.0], [0.0125, 2.1], [0.0135, 0.1], [0.015, 0.1], [0.018, 0.1]]","[[0.0065, 83.7], [0.006, 18.3], [0.0055, 42.9], [0.005, 0.5], [0.0048, 10.0], [0.0036, 0.5], [0.0025, 1.0], [0.0009, 0.5], [0.0001, 1.6]]",,BTC-22JUN24-66000-C,0.0072,65114.2,71981149861,open,1718848256786,1.3678,-166.86065,18.91036,0.00018,0.34675,6177.72,10.4,-27.2727,0.006,0.012,66000.0,2024-06-22,1,1.0129107973691196
153,65115.67,8.0,15.1,SYN.BTC-22JUN24,36.13,44.73,65159.1214,39.82,0.019,0.0215,0.0,0.0,0.0625,0.0002,,"[[0.0215, 15.1], [0.022, 40.0]]","[[0.019, 8.0], [0.0185, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-66000-P,0.0201,65115.67,71981134022,open,1718848257794,-2.7117,-166.87959,18.91193,0.00018,-0.65318,0.0,0.0,,,,66000.0,2024-06-22,1,-1.0129050021230028
154,65115.67,24.4,63.2,SYN.BTC-22JUN24,38.61,42.1,65159.1214,40.09,0.0046,0.0055,0.0,17.1,0.036,0.0001,0.0049,"[[0.0055, 63.2], [0.006, 21.2], [0.0065, 45.9], [0.01, 0.1], [0.011, 0.1], [0.0125, 0.1], [0.015, 0.1], [0.024, 11.0]]","[[0.0046, 24.4], [0.0045, 51.2], [0.0043, 7.0], [0.0042, 0.3], [0.0041, 6.0], [0.0038, 58.6], [0.0025, 1.0]]",,BTC-22JUN24-66500-C,0.005,65115.67,71981150973,open,1718848257929,1.04412,-148.86329,16.75441,0.00016,0.26421,7493.69,17.1,-42.3529,0.0046,0.009,66500.0,2024-06-22,1,1.0205785248663588
155,65118.2,40.0,40.0,SYN.BTC-22JUN24,27.07,52.89,65160.7643,40.09,0.0225,0.029,0.0,0.3,0.0695,0.0007,0.02,"[[0.029, 40.0], [0.032, 0.1], [0.0335, 0.1], [0.038, 0.1]]","[[0.0225, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-66500-P,0.0255,65118.2,71981131047,open,1718848258803,-3.06551,-148.94607,16.76341,0.00016,-0.73553,389.53,0.3,0.0,0.02,0.02,66500.0,2024-06-22,1,-1.020552792994173
156,65117.47,2.5,6.0,SYN.BTC-22JUN24,39.07,41.39,65163.0043,40.17,0.0031,0.0036,0.0,29.4,0.032,0.0001,0.0032,"[[0.0036, 6.0], [0.0037, 15.1], [0.0038, 32.2], [0.0039, 44.3], [0.004, 9.3], [0.0046, 50.7], [0.008, 0.1], [0.0185, 13.0]]","[[0.0031, 2.5], [0.003, 48.2], [0.0029, 34.1], [0.0028, 7.0], [0.0027, 13.0], [0.0026, 49.1], [0.0025, 13.0], [0.0009, 1.0], [0.0005, 0.5], [0.0003, 0.5], [0.0001, 1.5]]",,BTC-22JUN24-67000-C,0.0033,65117.47,71981151773,open,1718848259807,0.76658,-125.19801,14.06546,0.00013,0.19364,14791.7,49.9,-50.7692,0.003,0.007,67000.0,2024-06-22,1,1.0281907766490135
157,65115.97,4.8,8.1,SYN.BTC-22JUN24,25.8,52.71,65162.7043,40.17,0.029,0.0345,0.0,0.0,0.076,0.0018,,"[[0.0345, 8.1], [0.035, 40.0], [0.05, 0.2], [0.07, 0.1]]","[[0.029, 4.8], [0.0285, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-67000-P,0.0315,65115.97,71981135809,open,1718848260815,-3.37517,-125.18566,14.06382,0.00013,-0.80639,0.0,0.0,,,,67000.0,2024-06-22,1,-1.0281955102959102
158,65112.76,13.5,4.7,SYN.BTC-22JUN24,39.37,41.12,65161.3214,40.27,0.002,0.0023,0.0,8.8,0.028,0.0001,0.0023,"[[0.0023, 4.7], [0.0024, 5.0], [0.0025, 6.6], [0.0026, 18.2], [0.0027, 20.8], [0.0028, 47.8], [0.0029, 8.3], [0.003, 2.0], [0.0033, 2.0], [0.0034, 2.0], [0.0035, 2.0], [0.0036, 53.0], [0.0145, 14.0], [0.0155, 0.1], [0.023, 0.1]]","[[0.002, 13.5], [0.0019, 69.4], [0.0018, 6.0], [0.0017, 8.9], [0.0016, 23.9], [0.0014, 53.5], [0.0008, 1.0], [0.0007, 0.2]]",,BTC-22JUN24-67500-C,0.0022,65112.76,71981152532,open,1718848261822,0.53977,-99.86009,11.18859,0.00011,0.13616,1945.93,8.8,-48.8889,0.0022,0.0045,67500.0,2024-06-22,1,1.0358905950608914
159,65111.11,46.2,10.6,SYN.BTC-22JUN24,0.0,54.65,65158.0043,40.28,0.0355,0.041,0.0,0.0,0.083,0.0041,,"[[0.041, 10.6], [0.0415, 40.0]]","[[0.0355, 46.2], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-67500-P,0.0381,65111.11,71981152799,open,1718848262834,-3.63416,-99.68015,11.16836,0.00011,-0.86419,0.0,0.0,,,,67500.0,2024-06-22,1,-1.0359433307566788
160,65111.11,41.5,5.1,SYN.BTC-22JUN24,40.06,42.99,65158.0043,41.54,0.0013,0.0017,0.0,22.7,0.0255,0.0001,0.0013,"[[0.0017, 5.1], [0.0018, 17.2], [0.0019, 22.2], [0.002, 46.7], [0.0021, 8.3], [0.0025, 55.8], [0.004, 2.0], [0.0043, 0.1], [0.011, 15.0]]","[[0.0013, 41.5], [0.0012, 31.2], [0.0011, 24.7], [0.001, 6.7], [0.0009, 16.0], [0.0008, 55.9], [0.0007, 1.0], [0.0006, 0.5], [0.0005, 1.0], [0.0003, 0.5], [0.0001, 2.0]]",,BTC-22JUN24-68000-C,0.0015,65111.11,71981149376,open,1718848262833,0.39023,-81.78334,8.88394,8e-05,0.09838,3858.68,23.7,-62.8571,0.0013,0.0035,68000.0,2024-06-22,1,1.0436169850585801
161,65110.1,45.9,8.6,SYN.BTC-22JUN24,0.0,60.31,65156.3471,41.54,0.0415,0.0485,0.0,0.0,0.0905,0.008,,"[[0.0485, 8.6], [0.049, 40.0]]","[[0.0415, 45.9], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-68000-P,0.0451,65110.1,71981139394,open,1718848263841,-3.81374,-81.69911,8.87479,8e-05,-0.90175,0.0,0.0,,,,68000.0,2024-06-22,1,-1.0436435286286945
162,65110.28,51.5,3.0,SYN.BTC-22JUN24,40.39,43.36,65155.2714,41.85,0.0008,0.0011,0.0,1.0,0.022,0.0001,0.0011,"[[0.0011, 3.0], [0.0013, 13.5], [0.0014, 12.0], [0.0015, 39.7], [0.0016, 21.6], [0.0017, 9.0], [0.002, 57.4], [0.0095, 16.0]]","[[0.0008, 51.5], [0.0007, 30.4], [0.0006, 10.8], [0.0005, 87.4], [0.0004, 5.0], [0.0003, 1.0], [0.0002, 2.0], [0.0001, 9.5]]",,BTC-22JUN24-68500-C,0.0009,65110.28,71981153867,open,1718848264847,0.26276,-61.09275,6.58674,6e-05,0.06618,148.26,1.0,-56.0,0.0011,0.0025,68500.0,2024-06-22,1,1.0513347351354905
163,65110.76,46.2,10.5,SYN.BTC-22JUN24,0.0,57.69,65155.4429,41.85,0.05,0.0545,0.0,0.2,0.098,0.013,0.0595,"[[0.0545, 10.5], [0.055, 40.0]]","[[0.05, 46.2], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-68500-P,0.0523,65110.76,71981142382,open,1718848265855,-3.97153,-61.10045,6.58756,6e-05,-0.93381,1394.32,0.4,20.202,0.0495,0.0595,68500.0,2024-06-22,1,-1.0513319678470023
164,65110.74,3.5,1.0,SYN.BTC-22JUN24,42.43,46.04,65155.9029,44.03,0.0006,0.0009,0.0,28.8,0.0205,0.0001,0.0009,"[[0.0009, 1.0], [0.001, 12.5], [0.0011, 51.6], [0.0012, 20.4], [0.0013, 9.3], [0.0017, 58.3], [0.0018, 17.0], [0.002, 0.3], [0.0024, 0.1]]","[[0.0006, 3.5], [0.0005, 57.5], [0.0004, 24.9], [0.0003, 1.0], [0.0002, 19.0], [0.0001, 68.5]]",,BTC-22JUN24-69000-C,0.0007,65110.74,71981154946,open,1718848266860,0.20114,-47.24512,5.33935,5e-05,0.05067,2395.0,29.3,-55.0,0.0009,0.0022,69000.0,2024-06-22,1,1.058998447245829
165,65111.05,45.6,7.9,SYN.BTC-22JUN24,0.0,65.26,65155.89,44.04,0.056,0.0625,0.0,0.0,0.106,0.0195,,"[[0.0625, 7.9], [0.063, 40.0]]","[[0.056, 45.6], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-69000-P,0.0597,65111.05,71981128159,open,1718848268874,-4.06407,-52.11106,5.33992,5e-05,-0.94933,0.0,0.0,,,,69000.0,2024-06-22,1,-1.0589986569134424
166,65115.07,13.0,17.5,SYN.BTC-22JUN24,43.43,48.06,65156.3171,44.99,0.0004,0.0007,0.0,6.9,0.0185,0.0001,0.0005,"[[0.0007, 17.5], [0.0008, 15.2], [0.0009, 46.0], [0.001, 22.2], [0.0011, 10.0], [0.0012, 59.3], [0.0014, 18.0], [0.0019, 0.1]]","[[0.0004, 13.0], [0.0003, 47.7], [0.0002, 19.2], [0.0001, 39.0]]",,BTC-22JUN24-69500-C,0.0005,65115.07,71981153882,open,1718848269884,0.14052,-31.91613,3.99348,3e-05,0.03538,285.92,6.9,-66.6667,0.0005,0.0016,69500.0,2024-06-22,1,1.066665568180188
167,65115.82,5.6,7.0,SYN.BTC-22JUN24,0.0,70.14,65160.45,44.99,0.064,0.07,0.0,0.3,0.1135,0.026,0.075,"[[0.07, 7.0], [0.071, 40.0]]","[[0.064, 5.6], [0.0635, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-69500-P,0.0671,65115.82,71981141105,open,1718848270891,-4.15504,-39.9484,4.00712,3e-05,-0.96448,2608.89,0.6,21.9512,0.0615,0.075,69500.0,2024-06-22,1,-1.0665979133047732
168,65115.82,9.2,10.0,SYN.BTC-22JUN24,45.21,50.8,65160.45,47.46,0.0003,0.0006,0.0,0.8,0.0175,0.0001,0.001,"[[0.0006, 10.0], [0.0007, 41.7], [0.0008, 8.8], [0.0009, 8.8], [0.001, 72.3], [0.0012, 18.0]]","[[0.0003, 9.2], [0.0002, 31.6], [0.0001, 60.7]]",,BTC-22JUN24-70000-C,0.0004,65115.82,71981156883,open,1718848271171,0.1137,-26.44652,3.35354,3e-05,0.02863,60.59,0.8,-16.6667,0.001,0.0013,70000.0,2024-06-22,1,1.0742712795875413
169,65117.04,40.0,4.8,SYN.BTC-22JUN24,0.0,71.1,65161.3286,47.46,0.071,0.077,0.0,0.0,0.1215,0.0335,,"[[0.077, 4.8], [0.0775, 40.0]]","[[0.071, 40.0], [0.0705, 7.6], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-70000-P,0.0747,65117.04,71981157245,open,1718848271896,-4.21325,-35.30028,3.35617,3e-05,-0.97134,0.0,0.0,,,,70000.0,2024-06-22,1,-1.074256794696479
170,65118.09,9.7,10.0,SYN.BTC-22JUN24,49.64,55.0,65162.5843,52.02,0.0002,0.0004,0.0,26.2,0.016,0.0001,0.0004,"[[0.0004, 10.0], [0.0005, 41.9], [0.0006, 8.4], [0.0007, 18.4], [0.0008, 59.9], [0.001, 2.6], [0.0011, 0.1], [0.009, 19.0]]","[[0.0002, 9.7], [0.0001, 42.5]]",,BTC-22JUN24-71000-C,0.0003,65118.09,71981156884,open,1718848272904,0.07495,-18.10027,2.36257,2e-05,0.01888,1724.57,27.3,-50.0,0.0004,0.0011,71000.0,2024-06-22,1,1.089582323394746
171,65118.22,47.1,45.6,SYN.BTC-22JUN24,0.0,82.5,65163.7757,52.02,0.0865,0.0925,0.0,0.0,0.1375,0.048,,"[[0.0925, 45.6]]","[[0.0865, 47.1], [0.0005, 0.5], [0.0001, 1.2]]",,BTC-22JUN24-71000-P,0.0898,65118.22,71981156678,open,1718848273910,-4.31383,-27.26171,2.36492,2e-05,-0.98109,0.0,0.0,,,,71000.0,2024-06-22,1,-1.0895624023824022
172,65117.92,11.0,55.0,SYN.BTC-22JUN24,51.79,62.4,65163.9343,56.52,0.0001,0.0004,0.0,15.2,0.015,0.0001,0.0002,"[[0.0004, 55.0], [0.0005, 44.2], [0.0006, 17.3], [0.0007, 60.0], [0.009, 19.0]]","[[0.0001, 11.0]]",,BTC-22JUN24-72000-C,0.0002,65117.92,71981157791,open,1718848274919,0.05205,-13.08357,1.72907,1e-05,0.01312,398.47,15.2,-50.0,0.0002,0.0005,72000.0,2024-06-22,1,1.104905662517679
