,estimated_delivery_price,best_bid_amount,best_ask_amount,underlying_index,bid_iv,ask_iv,underlying_price,mark_iv,best_bid_price,best_ask_price,interest_rate,open_interest,max_price,min_price,last_price,asks,bids,settlement_price,instrument_name,mark_price,index_price,change_id,state,timestamp,greeks.rho,greeks.theta,greeks.vega,greeks.gamma,greeks.delta,stats.volume_usd,stats.volume,stats.price_change,stats.low,stats.high,strikePx,maturity,days_to_maturity,moneyness
278,65119.7,45.9,57.9,BTC-28JUN24,42.07,43.86,65275.46,43.03,0.0145,0.0155,0.0,537.0,0.051,0.0001,0.0155,"[[0.0155, 57.9], [0.016, 36.1], [0.0165, 48.5], [0.02, 0.2], [0.042, 10.0]]","[[0.0145, 45.9], [0.014, 49.2], [0.0135, 48.7], [0.013, 10.0], [0.01, 0.3], [0.0005, 0.5]]",0.02016913,BTC-28JUN24-67000-C,0.015,65119.7,71981215342,open,1718848368571,5.02566,-95.2976,36.56317,9e-05,0.35547,219263.32,184.6,-26.1905,0.013,0.0215,67000.0,2024-06-28,7,1.02641942316454
279,65119.89,19.8,20.0,BTC-28JUN24,40.43,45.79,65276.16,43.03,0.04,0.043,0.0,28.3,0.0885,0.011,0.042,"[[0.043, 20.0], [0.0435, 40.0], [0.049, 6.0]]","[[0.04, 19.8], [0.0395, 40.0], [0.036, 7.0], [0.035, 0.1], [0.03, 0.1], [0.0005, 0.5], [0.0001, 1.2]]",0.04311534,BTC-28JUN24-67000-P,0.0415,65119.89,71981210402,open,1718848369578,-10.12619,-95.30412,36.56579,9e-05,-0.64447,36053.87,12.8,-3.0023,0.042,0.0445,67000.0,2024-06-28,7,-1.026408416181344
280,65119.69,92.5,46.7,BTC-28JUN24,41.88,43.88,65276.3,43.18,0.01,0.011,0.0,1159.3,0.044,0.0001,0.01,"[[0.011, 46.7], [0.0115, 46.0], [0.012, 52.0], [0.015, 0.2], [0.0185, 0.1], [0.02, 0.2], [0.034, 12.0], [0.086, 0.2]]","[[0.01, 92.5], [0.0095, 55.2], [0.009, 46.0], [0.005, 1.0], [0.0005, 0.2]]",0.01525301,BTC-28JUN24-68000-C,0.0106,65119.69,71981213247,open,1718848370583,3.90633,-85.71528,32.77042,8e-05,0.27526,157824.3,199.8,-31.0345,0.009,0.016,68000.0,2024-06-28,7,1.0417257105565112
281,65119.69,17.2,17.1,BTC-28JUN24,37.27,49.25,65276.3,43.18,0.0495,0.0555,0.0,1032.6,0.101,0.0175,0.056,"[[0.0555, 17.1], [0.056, 40.0], [0.058, 6.0], [0.0795, 0.1]]","[[0.0495, 17.2], [0.049, 40.0], [0.048, 0.1], [0.0475, 6.0], [0.043, 0.1], [0.04, 0.1], [0.01, 3.0], [0.0005, 0.5], [0.0001, 1.2]]",0.05346578,BTC-28JUN24-68000-P,0.0524,65119.69,71981192419,open,1718848370583,-11.47259,-85.71528,32.77042,8e-05,-0.72474,57361.73,16.1,1.8182,0.0545,0.0565,68000.0,2024-06-28,7,-1.0417257105565112
282,65119.46,75.6,53.7,BTC-28JUN24,42.52,44.84,65275.99,43.74,0.007,0.008,0.0,460.6,0.038,0.0001,0.0065,"[[0.008, 53.7], [0.0085, 40.1], [0.009, 51.4], [0.01, 1.0], [0.0135, 1.0], [0.017, 0.1], [0.019, 0.1], [0.02, 0.5], [0.023, 0.1], [0.027, 13.1]]","[[0.007, 75.6], [0.0065, 52.0], [0.006, 49.6], [0.005, 1.0], [0.0028, 1.0], [0.0025, 0.1], [0.0007, 80.0], [0.0006, 80.0], [0.0005, 70.0]]",0.01146133,BTC-28JUN24-69000-C,0.0075,65119.46,71981213541,open,1718848371591,2.97129,-74.6953,28.19556,7e-05,0.20879,208154.77,345.2,-38.0952,0.0065,0.0125,69000.0,2024-06-28,7,1.0570502262776864
283,65119.38,15.9,10.0,BTC-28JUN24,36.07,48.05,65275.73,43.74,0.0615,0.0665,0.0,2.4,0.114,0.0265,0.071,"[[0.0665, 10.0], [0.067, 40.0], [0.075, 0.1]]","[[0.0615, 15.9], [0.061, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",0.06494253,BTC-28JUN24-69000-P,0.0646,65119.38,71981199123,open,1718848372599,-12.63405,-74.69097,28.194,7e-05,-0.79123,2128.36,0.5,13.6,0.0625,0.071,69000.0,2024-06-28,7,-1.0570544366183265
284,65118.34,61.6,106.5,BTC-28JUN24,43.65,46.39,65275.58,44.64,0.005,0.006,0.0,4186.4,0.033,0.0001,0.0055,"[[0.006, 106.5], [0.0065, 94.0], [0.007, 6.0], [0.0075, 2.0], [0.009, 0.2], [0.01, 25.0], [0.011, 1.0], [0.013, 1.0], [0.014, 0.1], [0.0145, 1.0], [0.017, 0.3], [0.02, 0.1], [0.0215, 14.0], [0.03, 0.1], [0.032, 0.2], [0.033, 0.2], [0.034, 0.2], [0.035, 0.2], [0.036, 0.2], [0.037, 0.2]]","[[0.005, 61.6], [0.0049, 65.8], [0.0048, 2.0], [0.0047, 10.7], [0.0046, 11.0], [0.0045, 66.5], [0.004, 1.1], [0.0025, 0.7], [0.001, 2.5], [0.0005, 0.5], [0.0001, 3.5]]",0.00852426,BTC-28JUN24-70000-C,0.0054,65118.34,71981215475,open,1718848373604,2.23739,-63.76559,23.58132,5e-05,0.15691,117603.49,261.5,-31.25,0.0046,0.0095,70000.0,2024-06-28,7,1.0723765303962063
285,65119.71,16.6,16.1,BTC-28JUN24,34.08,52.91,65274.47,44.64,0.0745,0.081,0.0,1569.8,0.128,0.0375,0.079,"[[0.081, 16.1], [0.0815, 40.0], [0.084, 5.0], [0.12, 1.0], [0.14, 0.1]]","[[0.0745, 16.6], [0.074, 40.0], [0.0725, 5.0], [0.0395, 0.1], [0.02, 0.5], [0.01, 2.0], [0.0005, 0.5], [0.0002, 0.1], [0.0001, 2.2]]",0.07727165,BTC-28JUN24-70000-P,0.0777,65119.71,71981181826,open,1718848374613,-13.59469,-63.75049,23.57534,5e-05,-0.84315,95490.47,18.9,8.2192,0.073,0.083,70000.0,2024-06-28,7,-1.0723947662845825
286,65119.71,28.0,7.6,BTC-28JUN24,46.17,47.83,65274.47,46.92,0.0026,0.003,0.0,1251.9,0.0255,0.0001,0.0025,"[[0.003, 7.6], [0.0031, 40.5], [0.0032, 39.9], [0.0033, 42.4], [0.0034, 2.0], [0.0037, 56.9], [0.0039, 2.0], [0.0049, 0.5], [0.006, 0.5], [0.008, 1.5], [0.012, 1.5], [0.0125, 1.5], [0.013, 17.0], [0.014, 0.1], [0.015, 0.3], [0.017, 0.1], [0.038, 0.1], [0.04, 1.0], [0.044, 0.3], [0.065, 0.1]]","[[0.0026, 28.0], [0.0025, 50.8], [0.0024, 32.9], [0.0023, 6.2], [0.0022, 13.0], [0.002, 77.4], [0.0005, 0.5]]",0.00470534,BTC-28JUN24-72000-C,0.0028,65119.71,71981215469,open,1718848374620,1.25501,-44.4738,15.64872,3e-05,0.08779,29922.91,119.1,-50.0,0.0023,0.005,72000.0,2024-06-28,7,1.1030346167498564
287,65120.29,17.2,12.1,BTC-28JUN24,0.0,54.9,65275.81,46.92,0.1025,0.108,0.0,208.7,0.157,0.063,0.1,"[[0.108, 12.1], [0.1085, 40.0]]","[[0.1025, 17.2], [0.102, 40.0], [0.01, 2.0], [0.0005, 0.5], [0.0001, 1.2]]",0.10399045,BTC-28JUN24-72000-P,0.1058,65120.29,71981199122,open,1718848375618,-15.02786,-44.49264,15.6553,3e-05,-0.91216,0.0,0.0,,,,72000.0,2024-06-28,7,-1.103011973348167
288,65119.95,59.3,10.0,BTC-28JUN24,48.82,50.74,65276.34,49.71,0.0014,0.0017,0.0,2082.8,0.0205,0.0001,0.0013,"[[0.0017, 10.0], [0.0018, 16.1], [0.0019, 36.3], [0.002, 7.7], [0.0021, 42.5], [0.0022, 5.0], [0.0026, 58.5], [0.01, 17.2], [0.012, 0.1], [0.014, 0.1], [0.016, 0.1], [0.02, 0.1], [0.047, 0.1], [0.048, 0.1], [0.049, 0.1], [0.05, 0.2], [0.051, 0.1], [0.052, 0.1], [0.053, 0.1], [0.054, 0.1]]","[[0.0014, 59.3], [0.0013, 16.1], [0.0012, 18.0], [0.0011, 14.3], [0.001, 2.2], [0.0008, 60.7], [0.0001, 20.0]]",0.00273711,BTC-28JUN24-74000-C,0.0015,65119.95,71981213449,open,1718848376625,0.72216,-30.70502,10.19748,2e-05,0.05045,60587.1,401.2,-55.1724,0.0013,0.0033,74000.0,2024-06-28,7,1.1336419903444341
289,65119.56,15.2,14.5,BTC-28JUN24,0.0,66.56,65276.0,49.71,0.1315,0.139,0.0,40.8,0.1875,0.091,0.141,"[[0.139, 14.5], [0.1395, 40.0]]","[[0.1315, 15.2], [0.131, 40.0], [0.01, 3.0], [0.0005, 0.5], [0.0001, 1.2]]",0.1325583,BTC-28JUN24-74000-P,0.1352,65119.56,71981185835,open,1718848377632,-16.01382,-30.70168,10.19635,2e-05,-0.94955,92463.26,10.1,3.2967,0.1365,0.1415,74000.0,2024-06-28,7,-1.133647895091611
290,65119.62,6.3,140.0,BTC-28JUN24,51.46,53.64,65275.63,52.28,0.0012,0.0015,0.0,5863.4,0.019,0.0001,0.0012,"[[0.0015, 140.0], [0.0016, 12.0], [0.0017, 17.8], [0.0018, 33.4], [0.0022, 18.1], [0.0023, 58.8], [0.004, 0.5], [0.0085, 0.4], [0.02, 1.0], [0.021, 0.1], [0.03, 0.1], [0.033, 5.0], [0.036, 0.2], [0.04, 0.1], [0.05, 1.8], [0.051, 0.1], [0.052, 0.1], [0.053, 0.4], [0.054, 0.1], [0.055, 0.1]]","[[0.0012, 6.3], [0.0011, 46.3], [0.001, 13.9], [0.0009, 25.7], [0.0008, 16.0], [0.0007, 2.3], [0.0005, 59.1], [0.0002, 7.0], [0.0001, 25.3]]",0.00215958,BTC-28JUN24-75000-C,0.0013,65119.62,71981217480,open,1718848378639,0.60203,-27.91688,8.81582,2e-05,0.04209,38159.15,403.5,-45.4545,0.0011,0.0026,75000.0,2024-06-28,7,1.1489739739011329
291,65118.18,13.9,9.2,BTC-28JUN24,0.0,64.4,65275.71,52.28,0.1465,0.1525,0.0,444.8,0.203,0.1055,0.1525,"[[0.1525, 9.2], [0.153, 40.0], [0.175, 1.5]]","[[0.1465, 13.9], [0.146, 40.0], [0.06, 0.1], [0.05, 0.1], [0.04, 0.1], [0.01, 3.0], [0.0031, 0.2], [0.0005, 0.5], [0.0001, 2.2]]",0.14724863,BTC-28JUN24-75000-P,0.1503,65118.18,71981199124,open,1718848379647,-16.35997,-27.91885,8.81635,2e-05,-0.95791,991.56,0.1,0.0,0.1525,0.1525,75000.0,2024-06-28,7,-1.148972565752253
292,65109.32,4.0,24.5,BTC-28JUN24,57.72,58.92,65274.01,57.57,0.0007,0.0008,0.0,1625.2,0.0155,0.0001,0.0008,"[[0.0008, 24.5], [0.0009, 36.0], [0.001, 40.1], [0.0011, 3.8], [0.0012, 33.6], [0.0015, 59.6], [0.009, 19.0], [0.021, 0.1], [0.022, 0.1], [0.0225, 0.1], [0.024, 0.1], [0.025, 0.1], [0.0255, 0.1], [0.026, 0.1], [0.028, 0.1], [0.029, 0.1], [0.03, 0.2], [0.031, 0.1], [0.032, 0.1], [0.033, 0.1]]","[[0.0007, 4.0], [0.0006, 1.0], [0.0005, 52.8], [0.0004, 17.6], [0.0003, 22.6], [0.0002, 9.1], [0.0001, 79.9]]",0.00104535,BTC-28JUN24-78000-C,0.0007,65109.32,71981192958,open,1718848380654,0.31462,-17.96473,5.15209,1e-05,0.022,1167.12,21.1,-11.1111,0.0007,0.001,78000.0,2024-06-28,7,1.1949625892449383
293,65104.86,13.0,13.2,BTC-28JUN24,0.0,82.25,65273.6,57.57,0.192,0.1995,0.0,6.8,0.25,0.1495,0.153,"[[0.1995, 13.2], [0.2, 40.0]]","[[0.192, 13.0], [0.1915, 40.0], [0.01, 2.0], [0.0005, 0.5], [0.0001, 1.2]]",0.19193795,BTC-28JUN24-78000-P,0.1956,65104.86,71981209020,open,1718848381664,-17.32592,-17.96444,5.15187,1e-05,-0.978,0.0,0.0,,,,78000.0,2024-06-28,7,-1.1949700951073634
294,65103.66,15.0,2.8,BTC-28JUN24,59.72,63.14,65260.04,61.2,0.0004,0.0006,0.0,6011.9,0.015,0.0001,0.0005,"[[0.0006, 2.8], [0.0007, 16.5], [0.0008, 28.0], [0.0009, 3.9], [0.001, 63.1], [0.0013, 59.8], [0.008, 0.2], [0.0085, 2.3], [0.0095, 0.3], [0.012, 0.1], [0.024, 0.1], [0.07, 0.2], [0.08, 1.0], [0.1, 0.2], [0.11, 1.0], [0.12, 1.0], [0.1455, 0.1]]","[[0.0004, 15.0], [0.0003, 52.0], [0.0002, 22.7], [0.0001, 50.6]]",0.00073883,BTC-28JUN24-80000-C,0.0005,65103.66,71981183208,open,1718848382669,0.21614,-13.87425,3.74309,1e-05,0.01512,6252.17,144.8,-44.4444,0.0005,0.0009,80000.0,2024-06-28,7,1.2258650163254574
295,65104.43,14.6,13.1,BTC-28JUN24,0.0,89.04,65260.08,61.2,0.222,0.23,0.0,121.1,0.2815,0.179,0.2285,"[[0.23, 13.1], [0.2305, 40.0]]","[[0.222, 14.6], [0.2215, 40.0], [0.0005, 0.5], [0.0001, 2.2]]",0.22216715,BTC-28JUN24-80000-P,0.2261,65104.43,71981208990,open,1718848383676,-17.87669,-13.87494,3.74326,1e-05,-0.98488,44581.07,3.0,0.0,0.2285,0.2285,80000.0,2024-06-28,7,-1.2258642649533988
296,65104.43,25.0,3.0,BTC-28JUN24,68.82,74.66,65260.08,71.49,0.0002,0.0004,0.0,4591.5,0.015,0.0001,0.0004,"[[0.0004, 3.0], [0.0005, 19.9], [0.0006, 24.0], [0.0007, 49.0], [0.0009, 0.2], [0.001, 72.3], [0.0055, 0.1], [0.007, 0.1], [0.011, 2.1], [0.0115, 11.8], [0.012, 6.8], [0.0135, 0.1], [0.0145, 6.9], [0.015, 7.0], [0.0155, 7.3], [0.02, 0.1], [0.023, 0.1], [0.0235, 0.1], [0.024, 0.1], [0.0245, 0.1]]","[[0.0002, 25.0], [0.0001, 75.1]]",0.00028497,BTC-28JUN24-85000-C,0.0003,65104.43,71981181539,open,1718848383675,0.11541,-9.41623,2.17465,0.0,0.0081,4518.65,157.3,33.3333,0.0002,0.0006,85000.0,2024-06-28,7,1.3024807815129862
297,65104.76,19.1,17.0,BTC-28JUN24,0.0,107.9,65259.7,71.49,0.298,0.3065,0.0,9.1,0.361,0.2525,0.2975,"[[0.3065, 17.0], [0.307, 40.0]]","[[0.298, 19.1], [0.2975, 40.0], [0.0005, 0.5], [0.0001, 2.2]]",0.29805255,BTC-28JUN24-85000-P,0.3028,65104.76,71981208970,open,1718848384682,-19.10825,-9.41542,2.17444,0.0,-0.9919,0.0,0.0,,,,85000.0,2024-06-28,7,-1.3024883657142157
298,65103.52,19.8,0.9,BTC-28JUN24,76.16,81.69,65260.07,79.78,0.0001,0.0002,0.0,3427.1,0.015,0.0001,0.0002,"[[0.0002, 0.9], [0.0003, 3.0], [0.0004, 29.0], [0.0005, 58.5], [0.0006, 14.0], [0.001, 10.0], [0.003, 0.1], [0.006, 0.2], [0.0075, 0.1], [0.01, 5.0], [0.0105, 5.3], [0.011, 5.5], [0.0115, 5.8], [0.012, 6.3], [0.0125, 6.3], [0.013, 6.5], [0.0135, 6.8], [0.014, 7.0], [0.0145, 7.3], [0.017, 0.2]]","[[0.0001, 19.8]]",0.00017848,BTC-28JUN24-90000-C,0.0002,65103.52,71981184077,open,1718848385702,0.06268,-6.12632,1.26785,0.0,0.00441,5249.76,195.6,-33.3333,0.0002,0.0005,90000.0,2024-06-28,7,1.379097509395868
299,65094.85,12.5,12.7,BTC-28JUN24,0.0,124.65,65258.54,79.78,0.3755,0.383,0.0,110.4,0.4405,0.3265,0.3425,"[[0.383, 12.7], [0.3835, 40.0]]","[[0.3755, 12.5], [0.375, 40.0], [0.0001, 1.0]]",0.37428533,BTC-28JUN24-90000-P,0.3793,65094.85,71981224766,open,1718848386705,-20.2918,-6.12334,1.26723,0.0,-0.9956,0.0,0.0,,,,90000.0,2024-06-28,7,-1.3791298426228966
300,65090.26,0.0,4.0,BTC-28JUN24,0.0,97.81,65249.39,91.72,0.0,0.0003,0.0,1666.7,0.015,0.0001,0.0001,"[[0.0003, 4.0], [0.0004, 39.0], [0.0009, 19.0], [0.001, 10.3], [0.007, 0.4], [0.014, 0.3], [0.015, 0.1], [0.0175, 0.1], [0.02, 0.1], [0.0225, 0.1], [0.025, 0.1], [0.0275, 0.1], [0.03, 0.3]]",[],0.00017328,BTC-28JUN24-95000-C,0.0002,65090.26,71981175690,open,1718848387712,0.05621,-6.41878,1.15535,0.0,0.00397,728.22,63.9,0.0,0.0001,0.0002,95000.0,2024-06-28,7,1.455952308519666
301,65090.02,19.5,14.8,BTC-28JUN24,0.0,141.9,65249.08,91.72,0.45,0.46,0.0,4.2,0.5215,0.4,0.351,"[[0.46, 14.8], [0.4605, 40.0]]","[[0.45, 19.5], [0.4495, 40.0], [0.0001, 1.0]]",0.4506194,BTC-28JUN24-95000-P,0.4559,65090.02,71981178235,open,1718848388718,-21.42905,-6.41817,1.15524,0.0,-0.99603,0.0,0.0,,,,95000.0,2024-06-28,7,-1.4559592257852525
302,65090.02,0.0,0.1,BTC-28JUN24,0.0,104.79,65249.08,101.52,0.0,0.0002,0.0,3062.6,0.015,0.0001,0.0002,"[[0.0002, 0.1], [0.0003, 52.3], [0.0004, 56.3], [0.001, 10.0], [0.0015, 0.1], [0.0021, 0.1], [0.013, 1.2], [0.02, 5.0], [0.035, 0.1], [0.05, 2.0]]",[],9.287e-05,BTC-28JUN24-100000-C,0.0001,65090.02,71981197793,open,1718848388718,0.04598,-5.95018,0.96769,0.0,0.00326,22.15,1.7,0.0,0.0002,0.0002,100000.0,2024-06-28,7,1.5325886587213182
303,65085.5,20.7,17.6,BTC-28JUN24,0.0,158.56,65243.87,101.52,0.5265,0.537,0.0,15.6,0.6015,0.474,0.3975,"[[0.537, 17.6], [0.5375, 40.0]]","[[0.5265, 20.7], [0.526, 40.0], [0.0001, 1.0]]",0.52687826,BTC-28JUN24-100000-P,0.5327,65085.5,71981208967,open,1718848389725,-22.57016,-5.94125,0.96624,0.0,-0.99674,0.0,0.0,,,,100000.0,2024-06-28,7,-1.5327110424320323
304,65084.82,0.0,40.0,BTC-28JUN24,0.0,120.14,65239.1,108.66,0.0,0.0003,0.0,1715.2,0.015,0.0001,0.0002,"[[0.0003, 40.0], [0.0009, 19.0], [0.001, 10.0]]",[],3.617e-05,BTC-28JUN24-105000-C,0.0001,65084.82,71981175532,open,1718848390733,0.03268,-4.68797,0.7123,0.0,0.00232,35.24,2.7,0.0,0.0002,0.0002,105000.0,2024-06-28,7,1.6094642629956575
305,65083.3,23.3,23.5,BTC-28JUN24,0.0,177.52,65238.28,108.66,0.603,0.6145,0.0,0.0,0.681,0.548,1.379,"[[0.6145, 23.5], [0.615, 40.0]]","[[0.603, 23.3], [0.6025, 40.0]]",0.60316083,BTC-28JUN24-105000-P,0.6095,65083.3,71981222863,open,1718848391743,-23.71419,-4.68689,0.71214,0.0,-0.99768,0.0,0.0,,,,105000.0,2024-06-28,7,-1.6094844928468377
306,65083.89,0.0,0.1,BTC-28JUN24,0.0,117.32,65236.77,108.66,0.0,0.0001,0.0,910.2,0.015,0.0001,0.0002,"[[0.0001, 0.1], [0.0002, 25.0], [0.0003, 40.0], [0.0004, 19.0], [0.001, 10.0], [0.005, 0.1], [0.0605, 1.0], [0.135, 35.1]]",[],1.11e-05,BTC-28JUN24-110000-C,0.0,65083.89,71981175542,open,1718848392746,0.01296,-2.0095,0.30533,0.0,0.00092,17.63,1.4,100.0,0.0001,0.0002,110000.0,2024-06-28,7,1.686165639408573
307,65083.89,20.3,21.7,BTC-28JUN24,0.0,186.03,65236.77,108.66,0.6805,0.6905,0.0,4.6,0.7595,0.6215,0.719,"[[0.6905, 21.7], [0.691, 40.0]]","[[0.6805, 20.3], [0.68, 40.0]]",0.67947502,BTC-28JUN24-110000-P,0.6862,65083.89,71981223097,open,1718848392747,-24.86471,-2.0095,0.30533,0.0,-0.99908,0.0,0.0,,,,110000.0,2024-06-28,7,-1.686165639408573
308,65080.64,0.0,0.1,BTC-28JUN24,0.0,126.15,65237.33,108.66,0.0,0.0001,0.0,880.1,0.015,0.0001,0.0002,"[[0.0001, 0.1], [0.0002, 35.4], [0.0003, 25.4], [0.0085, 19.0], [0.0205, 1.0], [0.025, 0.1], [0.1245, 39.7]]",[],3.3e-06,BTC-28JUN24-115000-C,0.0,65080.64,71981203542,open,1718848393754,0.00499,-0.82988,0.12609,0.0,0.00035,126.65,9.7,0.0,0.0002,0.0002,115000.0,2024-06-28,7,1.762794400077379
309,65081.41,16.4,20.3,BTC-28JUN24,0.0,207.35,65233.17,108.66,0.757,0.7685,0.0,0.3,0.8385,0.6955,0.5945,"[[0.7685, 20.3], [0.769, 40.0]]","[[0.757, 16.4], [0.7565, 40.0]]",0.7558065,BTC-28JUN24-115000-P,0.7629,65081.41,71981224775,open,1718848395767,-26.00348,-0.82873,0.12592,0.0,-0.99965,0.0,0.0,,,,115000.0,2024-06-28,7,-1.762906815658353
310,65081.21,0.0,0.1,BTC-28JUN24,0.0,134.55,65234.8,108.66,0.0,0.0001,0.0,1383.0,0.015,0.0001,0.0001,"[[0.0001, 0.1], [0.0002, 35.4], [0.0003, 25.5], [0.0006, 19.0], [0.0007, 50.0], [0.0009, 50.0], [0.001, 50.0], [0.01, 0.1]]",[],9.6e-07,BTC-28JUN24-120000-C,0.0,65081.21,71981218400,open,1718848396775,0.00187,-0.3295,0.0504,0.0,0.00013,0.65,0.1,0.0,0.0001,0.0001,120000.0,2024-06-28,7,1.8395089737379435
311,65080.89,19.0,21.0,BTC-28JUN24,0.0,214.96,65234.5,108.66,0.833,0.8445,0.0,6.0,0.9175,0.769,0.676,"[[0.8445, 21.0], [0.845, 40.0], [0.9545, 5.2]]","[[0.833, 19.0], [0.8325, 40.0], [0.0001, 1.0]]",0.83214342,BTC-28JUN24-120000-P,0.8395,65080.89,71981225581,open,1718848397782,-27.1374,-0.33164,0.05039,0.0,-0.99987,0.0,0.0,,,,120000.0,2024-06-28,7,-1.8395174332600082
312,65079.41,0.0,1.6,BTC-28JUN24,0.0,164.38,65234.14,108.66,0.0,0.0001,0.0,1123.2,0.015,0.0001,0.0002,"[[0.0001, 1.6], [0.0002, 25.0], [0.0003, 15.0], [0.001, 0.1], [0.0085, 19.0], [0.0115, 0.1], [0.012, 0.1], [0.0145, 0.1], [0.017, 0.1]]",[],1e-08,BTC-28JUN24-140000-C,0.0,65079.41,71975528930,open,1718848398790,3e-05,-0.00456,0.00103,0.0,0.0,0.0,0.0,,,,140000.0,2024-06-28,7,2.14611551558739
313,65079.41,40.0,40.0,BTC-28JUN24,0.0,277.04,65234.14,108.66,1.138,1.154,0.0,1.3,1.2355,1.064,0.9555,"[[1.154, 40.0]]","[[1.138, 40.0]]",1.13749955,BTC-28JUN24-140000-P,1.1461,65079.41,71981222801,open,1718848398790,-31.66245,-0.0068,0.00103,0.0,-1.0,0.0,0.0,,,,140000.0,2024-06-28,7,-2.14611551558739
314,65076.57,0.0,25.0,BTC-28JUN24,0.0,200.97,65232.41,108.67,0.0,0.0002,0.0,1122.8,0.015,0.0001,0.0003,"[[0.0002, 25.0], [0.0003, 15.0], [0.0085, 38.0]]",[],0.0,BTC-28JUN24-160000-C,0.0,65076.57,71976220609,open,1718848399796,0.0,-6e-05,2e-05,0.0,0.0,916.45,46.9,0.0,0.0003,0.0003,160000.0,2024-06-28,7,2.452768493452871
315,65076.69,40.0,40.0,BTC-28JUN24,0.0,321.17,65229.45,108.67,1.443,1.462,0.0,2.4,1.555,1.3585,1.2665,"[[1.462, 40.0]]","[[1.443, 40.0]]",1.44285662,BTC-28JUN24-160000-P,1.4528,65076.69,71981222814,open,1718848400803,-36.18569,-0.00011,2e-05,0.0,-1.0,0.0,0.0,,,,160000.0,2024-06-28,7,-2.452879795859079
316,65077.69,0.0,2.4,BTC-28JUN24,0.0,230.78,65229.58,109.31,0.0,0.0001,0.0,509.5,0.015,0.0001,0.0001,"[[0.0001, 2.4], [0.0002, 25.0], [0.0003, 15.0], [0.002, 0.5], [0.0085, 19.0], [0.1, 0.1]]",[],0.0,BTC-28JUN24-200000-C,0.0,65077.69,71978407426,open,1718848401810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,200000.0,2024-06-28,7,3.0660936342070575
317,65077.69,40.0,40.0,BTC-28JUN24,0.0,371.26,65229.58,109.31,2.051,2.074,0.0,3.5,2.1935,1.9485,1.869,"[[2.074, 40.0]]","[[2.051, 40.0]]",2.05357078,BTC-28JUN24-200000-P,2.0661,65077.69,71981180029,open,1718848401810,-45.23212,0.0,0.0,0.0,-1.0,0.0,0.0,,,,200000.0,2024-06-28,7,-3.0660936342070575
318,65077.69,40.0,40.0,SYN.BTC-5JUL24,0.0,77.46,65351.54,57.51,0.2025,0.209,0.0,0.5,0.2405,0.1715,0.227,"[[0.209, 40.0]]","[[0.2025, 40.0], [0.0005, 0.5], [0.0001, 1.2]]",0.20892633,BTC-5JUL24-52000-C,0.2053,65077.69,71981226676,open,1718848401813,21.08729,-13.52439,7.17504,1e-05,0.97739,0.0,0.0,,,,52000.0,2024-07-05,14,0.7956966278070876
319,65088.36,44.9,3.0,SYN.BTC-5JUL24,56.26,58.12,65352.5825,57.51,0.0009,0.0011,0.0,82.6,0.016,0.0001,0.001,"[[0.0011, 3.0], [0.0012, 6.0], [0.0013, 23.8], [0.0014, 13.5], [0.0016, 29.8], [0.0017, 14.0], [0.0019, 19.0], [0.002, 0.5], [0.0021, 59.6], [0.5915, 1.4], [0.6155, 0.7]]","[[0.0009, 44.9], [0.0008, 14.4], [0.0007, 15.0], [0.0006, 4.6], [0.0005, 63.7], [0.0003, 1.3], [0.0001, 22.2]]",0.00140936,BTC-5JUL24-52000-P,0.001,65088.36,71981232359,open,1718848403826,-0.6454,-13.51949,7.1726,1e-05,-0.0226,266.29,3.8,-16.6667,0.001,0.0012,52000.0,2024-07-05,14,-0.7956839349080046
320,65088.66,50.4,11.4,SYN.BTC-5JUL24,0.0,68.86,65363.425,54.36,0.1725,0.179,0.0,0.0,0.213,0.1405,,"[[0.179, 11.4], [0.1795, 40.0]]","[[0.1725, 50.4], [0.0005, 0.5], [0.0001, 1.2]]",0.17928744,BTC-5JUL24-54000-C,0.1756,65088.66,71981230129,open,1718848404833,21.48221,-19.68164,11.0474,1e-05,0.96199,0.0,0.0,,,,54000.0,2024-07-05,14,0.8261500984686773
321,65086.73,47.8,10.8,SYN.BTC-5JUL24,53.37,55.15,65363.62,54.35,0.0016,0.0019,0.0,106.4,0.0185,0.0001,0.0017,"[[0.0019, 10.8], [0.002, 18.7], [0.0021, 30.1], [0.0022, 4.3], [0.0023, 29.6], [0.0024, 14.0], [0.0026, 18.0], [0.0029, 59.0], [0.5955, 2.0]]","[[0.0016, 47.8], [0.0015, 11.0], [0.0014, 15.2], [0.0013, 18.6], [0.0012, 63.7], [0.0009, 0.1], [0.0003, 1.2], [0.0001, 22.2]]",0.00225058,BTC-5JUL24-54000-P,0.0018,65086.73,71981238163,open,1718848406024,-1.08655,-19.68049,11.04679,1e-05,-0.03801,2395.86,16.9,-26.087,0.0016,0.0023,54000.0,2024-07-05,14,-0.8261476338060836
